"KOD";"KATASTR";"OKRES";"CIS_KU";"FSU"
"PA/ST…BLOV¡  /2004/790";"STAR… éD¡NICE";"PA";97468;0
"PA/ST…BLOV¡  /2004/790";"»EPERKA";"PA";90881;0
"JC/»EäOV     /1945/960";"SLAVHOSTICE";"JC";97199;0
"PJ/»ÕéKOV U B/2003/601";"éELEZN› ⁄JEZD";"PJ";99578;0
"PJ/CHOCENICE /2004/337";"KOTOUSOV";"PJ";93464;0
"PJ/ZHŸÿ      /2004/674";"CHOCENICE";"PJ";92563;0
"PA/STAR… »ÕVI/2004/571";"L¡NY NA DŸLKU";"PA";93852;0
"TU/HORNÕ MARä/2002/590";"DOLNÕ LYSE»INY";"TU";91378;0
"CR/KO»Õ      /2005/892";"OREL";"CR";95583;0
"MB/PÃ»ICE    /2005/794";"éER»ICE";"MB";99591;0
"MB/PÃ»ICE    /2005/794";"⁄HERCE";"MB";98358;0
"MB/PÃ»ICE    /2005/313";"SEM»ICE";"MB";97028;0
"KH/HOSTOVLICE/2005/748";"ZEHUBY";"KH";99418;0
"NA/NOV› HR¡DE/2000/629";"DLOUH…";"NA";91184;0
"NA/NOV› HR¡DE/2000/629";"BOROV¡";"NA";90401;0
"BN/VELK… HEÿM/2005/231";"DIVIäOVICE";"BN";91166;0
"UO/PLCHOVICE /2005/128";"»Õ»OV¡";"RK";91041;0
"RK/DLOUH¡ VES/2005/465";"ROVE“ U RYCHNOVA NAD KNÃéNOU";"RK";96770;0
"KT/MYSLOVICE /2005/146";"BOLEäINY";"KT";90360;0
"KT/REJäTEJN  /2004/801";"KL¡äTERSK› ML›N I";"KT";93179;0
"KT/REJäTEJN  /2005/714";"KL¡äTERSK› ML›N I";"KT";93179;0
"NA/N¡CHOD    /2005/570";"BÃLOVES";"NA";90136;0
"NA/MAL… POÿÕ»/2005/456";"VELK… POÿÕ»Õ";"NA";98615;0
"NA/N¡CHOD    /2005/121";"BÃLOVES";"NA";90136;0
"NA/BÃLOVES   /2005/844";"BABÕ U N¡CHODA";"NA";90040;0
"NA/BÃLOVES   /2005/844";"MAL… POÿÕ»Õ";"NA";94477;0
"NA/BUKOVICE  /2004/746";"PÃKOV";"NA";95791;0
"NA/éABOKRKY  /2003/617";"VELK› DÿEVÕ»";"NA";98629;0
"NA/»ESK¡ SKAL/2003/193";"ÿÕKOV";"NA";96928;0
"NA/»ESK¡ SKAL/2003/193";"SPYTA";"NA";97363;0
"NA/VELK… PETR/2003/149";"éABOKRKY";"NA";99503;0
"NA/éABOKRKY  /2001/651";"VELK› DÿEVÕ»";"NA";98629;0
"NA/VELK… PETR/2003/149";"BEZDÃKOV NAD METUJÕ";"NA";90194;0
"DC/DOLNÕ POUS/2005/254";"VIL…MOV U äLUKNOVA";"DC";98760;0
"PB/DOLNÕ HBIT/2005/184";"JELENCE";"PB";92862;0
"PB/VäEVILY   /2005/868";"VACÕKOV";"PB";98473;0
"PB/DUBNO     /2005/256";"OB»OV";"PB";95411;0
"PB/DUBNO     /2005/256";"LÕHA";"PB";94145;0
"PB/LÕHA      /2005/933";"OB»OV";"PB";95411;0
"PB/LÕHA      /2005/933";"PI»ÕN";"PB";95857;0
"PB/DUBNO     /2005/974";"OB»OV";"PB";95411;0
"BE/CHODOU“   /2005/241";"BAVORYNÃ";"BE";90079;0
"BE/CHODOU“   /2005/241";"ZDICE";"BE";99405;0
"BE/STAäOV U Z/2005/457";"CHODOU“";"BE";92573;0
"BE/LOCHOVICE /2005/811";"LIBOMYäL";"BE";94106;0
"DO/DRAéENOV  /2005/736";"LUéENICE";"DO";94411;0
"DO/HORNÕ KAME/2005/570";"DOLNÕ KAMENICE U STA“KOVA";"DO";91353;0
"KT/»ERVEN… PO/2005/974";"TÿEB›CINKA";"KT";98240;0
"PS/HORNÕ BÿÕZ/2004/916";"éILOV";"PS";99621;0
"PS/N›ÿANY    /2005/637";"⁄HERCE U N›ÿAN";"PS";98359;0
"KT/HORAéœOVIC/2005/403";"ME»ICHOV";"ST";94620;0
"KH/OPATOVICE /2006/488";"VIL…MOVICE U »ERVEN›CH JANOVIC";"KH";98761;0
"KH/STA“KOVICE/2006/135";"CHLUM U ZB›äOVA";"KH";92541;0
"PA/SVÕTKOV   /2006/761";"POPKOVICE";"PA";96118;0
"BN/TISEM     /2006/102";"PÿIBYäICE";"BN";96453;0
"CH/POUSTKA U /2006/433";"OSTROH";"CH";95626;0
"BN/TISEM     /2006/278";"PÿIBYäICE";"BN";96453;0
"RA/LHOTA POD /2006/399";"MUTÃJOVICE";"RA";94993;0
"PJ/ÿEN»E     /2003/927";"KNIHY";"PJ";93253;0
"PJ/ÿEN»E     /2003/739";"KNIHY";"PJ";93253;0
"TC/PLAN¡ U MA/2006/879";"BROD NAD TICHOU";"TC";90536;0
"HK/PLOTIäTÃ N/2006/670";"SVOBODN… DVORY";"HK";97837;0
"HB/PÿÕSEKA U /2006/315";"NOV¡ VES U SVÃTL… NAD S¡ZAVOU";"HB";95311;0
"HB/PÿÕSEKA U /2006/315";"SVÃTL¡ NAD S¡ZAVOU";"HB";97796;0
"PA/PLATÃNICE /2006/650";"MORAVANY NAD LOU»NOU";"PA";94922;0
"SY/GRUNA     /2006/562";"SVOJANOV U BORUäOVA";"SY";97840;0
"P3/PRAHA - éI/2006/605";"PRAHA - VINOHRADY";"P2";96284;0
"P0/PRAHA - ST/2006/983";"PRAHA - VINOHRADY";"P2";96284;0
"P0/PRAHA - Z¡/2006/914";"PRAHA - HOSTIVAÿ";"P0";96209;0
"KV/JENIäOV   /2005/950";"HORY U JENIäOVA";"KV";92205;0
"KV/JENIäOV   /2004/814";"TAäOVICE";"KV";98016;0
"KV/JENIäOV   /2004/814";"HORY U JENIäOVA";"KV";92205;0
"P1/PRAHA - ST/2005/231";"PRAHA - NOV… MÃSTO";"P1";96248;0
"KH/»¡SLAV    /1999/922";"TÿEBEäICE";"KH";98200;0
"P9/PRAHA - HL/2007/619";"PRAHA - VYSO»ANY";"P9";96288;0
"CB/DOBÿEJOVIC/2006/259";"PONÃäICE";"CB";96114;0
"CR/NOV… HRADY/2006/904";"NOV¡ VES U JAROäOVA";"SY";95289;0
"CR/VRBATŸV KO/2006/462";"LEäTINKA";"CR";93950;0
"CR/MIÿETÕN   /2006/973";"PÿEDHRADÕ U SKUT»E";"CR";96388;0
"CR/TÿEMOäNICE/2006/576";"RONOV NAD DOUBRAVOU";"CR";96742;0
"CR/CHROUSTOVI/2006/482";"LHOTA U CHROUSTOVIC";"CR";93994;0
"CR/PROSE» U S/2006/182";"MIÿETÕN";"CR";94795;0
"CR/TOPOL     /2006/445";"TUNÃCHODY";"CR";98289;0
"KT/JAVORN¡ NA/2006/133";"PR¡äILY";"KT";96308;0
"KT/JAVORN¡ NA/2006/557";"PR¡äILY";"KT";96308;0
"PB/BRATKOVICE/1913/773";"HLUBOä";"PB";91894;0
"SM/HORNÕ ROKY/2006/644";"ROKYTNO";"SM";96738;0
"SM/SEMILY    /2006/550";"BÕTOUCHOV U SEMIL";"SM";90256;0
"SM/BUÿANY    /2006/869";"JABLONEC NAD JIZEROU";"SM";92755;0
"SM/PONIKL¡   /2006/697";"PÿÕVLAKA";"SM";96480;0
"SM/BUÿANY    /2006/971";"BRATROUCHOV";"SM";90502;0
"SM/TURNOV    /2006/650";"DALIMÃÿICE";"SM";91091;0
"SM/BENECKO   /2006/758";"HORNÕ äTÃPANICE";"SM";92165;0
"SM/DOLNÕ ROKY/2006/784";"JABLONEC NAD JIZEROU";"SM";92755;0
"SM/ROZTOKY U /2006/509";"KARLOV U ROäKOPOVA";"JC";93106;0
"SM/HORNÕ äTÃP/2006/383";"BENECKO";"SM";90147;0
"CL/HOLANY    /2003/674";"ZAHR¡DKY U »ESK… LÕPY";"CL";99259;0
"KH/TÿEBEäICE /2006/499";"CÕRKVICE U KOLÕNA";"KO";90789;0
"DC/KÿEäICE U /2005/721";"BOLETICE NAD LABEM";"DC";90362;0
"RA/LHOTA POD /2007/841";"MUTÃJOVICE";"RA";94993;0
"BN/TISEM     /2007/498";"PÿIBYäICE";"BN";96453;0
"RA/LHOTA POD /2007/426";"MUTÃJOVICE";"RA";94993;0
"BN/TISEM     /2007/506";"PÿIBYäICE";"BN";96453;0
"TA/CHOTOVINY /2007/602";"SUDOMÃÿICE U T¡BORA";"TA";97712;0
"TA/CHOTOVINY /2007/602";"MEZNO";"BN";94695;0
"SO/KAMENN› DV/2007/823";"ARNOLTOV";"SO";90027;0
"PT/KORKUSOVA /2007/585";"ARNOäTKA";"PT";90028;0
"PT/RA»Õ      /2007/677";"»ERN¡ LADA";"PT";90900;0
"PT/SKL¡ÿE U V/2007/851";"VIMPERK";"PT";98766;0
"PT/MICHLOVA H/2007/938";"PASEKA U BOROV›CH LAD";"PT";95732;0
"PT/MICHLOVA H/2007/237";"LIPKA U VIMPERKA";"PT";94171;0
"PT/MILEäICE  /2007/209";"MLYN¡ÿOVICE U VOLAR";"PT";94842;0
"ME/KÿENEK    /2007/452";"OV»¡RY U DÿÕS";"ME";95690;0
"PZ/TUCHOMÃÿIC/2007/466";"KNÃéÕVKA";"PZ";93249;0
"MB/CHLOUMEK U/2006/936";"NEPÿEV¡ZKA";"MB";95165;0
"JC/Z¡HUBY    /2007/196";"VL»Õ POLE";"MB";98851;0
"MB/OTRADOVICE/2007/783";"STAR¡ BOLESLAV";"PV";97418;0
"ME/PÿÕVORY   /2006/396";"TIäICE";"ME";98103;0
"RO/SVOJKOVICE/2007/179";"BOREK U ROKYCAN";"RO";90394;0
"KT/SUäICE NAD/2007/258";"VRABCOV";"KT";98957;0
"P6/PRAHA - ST/2007/495";"PRAHA - HRAD»ANY";"P1";96210;0
"JC/HOÿICE V P/2007/586";"LIBONICE";"JC";94107;0
"JC/JI»ÕN     /2007/348";"MORAV»ICE";"JC";94925;0
"SY/NOV¡ SÕDLA/2007/842";"TRéEK";"KT";98186;0
"KO/KOLÕN     /2007/882";"äTÕTARY U KOLÕNA";"KO";97977;0
"P6/PRAHA - DE/2007/211";"PRAHA - VOKOVICE";"P6";96286;0
"CB/BÿEZÕ U T›/2007/539";"KNÕN";"CB";93255;0
"CB/HRDÃJOVICE/2007/932";"HOSÕN";"CB";92241;0
"CR/KRASKOV   /2007/686";"SE»";"CR";96968;0
"CR/L¡NY U BYL/2007/216";"SOBÃTUCHY";"CR";97306;0
"CR/L¡NY U BYL/2007/236";"SOBÃTUCHY";"CR";97306;0
"CR/L¡NY U BYL/2007/250";"STOLANY";"CR";97528;0
"CR/L¡NY U BYL/2007/543";"STOLANY";"CR";97528;0
"CR/LIBOMÃÿICE/2007/524";"LICIBOÿICE";"CR";94129;0
"CR/LIBOMÃÿICE/2007/524";"SMRKOV› T›NEC";"CR";97272;0
"CR/PÿÕKRAKOV /2007/351";"STÿÕTEé U SKUT»E";"CR";97658;0
"CR/RONOV NAD /2007/857";"éLEBSK… CHVALOVICE";"CR";99655;0
"CR/SOBÃTUCHY /2007/704";"STOLANY";"CR";97528;0
"CR/SRBCE U LU/2007/893";"ÿEPNÕKY";"CR";96908;0
"DO/STR¡é U DO/2007/734";"NEVOLICE";"DO";95213;0
"KH/DOBROVÕTOV/2007/142";"DÃDICE U ZB›äOVA";"KH";91122;0
"KH/FILIPOV U /2007/832";"DROBOVICE";"KH";91590;0
"KH/HLÕZOV    /2007/742";"JAKUB";"KH";92768;0
"KH/HLÕZOV    /2007/742";"LIBENICE";"KO";94058;0
"KH/HLÕZOV    /2007/742";"MALÕN";"KH";94504;0
"KH/JAKUB     /2007/434";"HLÕZOV";"KH";91876;0
"KH/JAKUB     /2007/434";"LIBENICE";"KO";94058;0
"KH/JAKUB     /2007/434";"MALÕN";"KH";94504;0
"KO/LIBENICE  /2007/793";"HLÕZOV";"KH";91876;0
"KO/LIBENICE  /2007/793";"JAKUB";"KH";92768;0
"KO/LIBENICE  /2007/793";"MALÕN";"KH";94504;0
"KT/KORYTA U B/2007/735";"TUPADLY U KLATOV";"KT";98294;0
"ME/ZLOSY“    /2006/663";"CHVATÃRUBY";"ME";92734;0
"MO/SVIN»ICE  /2007/852";"PATOKRYJE";"MO";95751;0
"NA/BRAéEC    /2007/575";"LIPÕ U N¡CHODA";"NA";94166;0
"NA/KRAMOLNA  /2006/646";"MÃSTSK¡ KRAMOLNA";"NA";94663;0
"NA/NOV… MÃSTO/2007/331";"VRCHOVINY";"NA";99041;0
"NA/STAR… MÃST/2007/623";"N¡CHOD";"NA";95052;0
"P6/PRAHA - DE/2007/736";"SEDLEC";"LT";96975;0
"PA/MIKULOVICE/2007/475";"BLATO";"PA";90282;0
"PB/SUCHODOL  /2007/345";"LÕHA";"PB";94145;0
"UO/BU»INA    /2007/851";"SUCH¡ LHOTA";"SY";97717;0
"SY/SUCH¡ LHOT/2007/668";"MAKOV U LITOMYäLE";"SY";94441;0
"PA/HORNÕ JELE/2003/326";"DOLNÕ JELENÕ";"PA";91348;0
"PS/N›ÿANY    /2007/915";"⁄HERCE U N›ÿAN";"PS";98359;0
"PS/⁄HERCE U N/2006/506";"N›ÿANY";"PS";95410;0
"PS/⁄HERCE U N/2007/884";"N›ÿANY";"PS";95410;0
"PT/BU»INA U K/2007/870";"KVILDA";"PT";93811;0
"RK/KVASINY   /2007/999";"SOLNICE";"RK";97319;0
"RK/RYCHNOV NA/2007/656";"LUPENICE";"RK";94398;0
"UO/BÃSTOVICE /2007/889";"CHOCE“";"UO";92561;0
"MB/MLAD¡ BOLE/2008/131";"DEBÿ";"MB";91118;0
"MB/BEN¡TKY NA/2008/907";"STAR… BEN¡TKY";"MB";97438;0
"NB/POÿÕ»ANY  /2008/437";"KOUNICE";"NB";93468;0
"BN/MARäOVICE /2008/833";"MSTÃTICE";"PV";94977;0
"BN/MARäOVICE /2008/833";"MSTÃTICE";"PV";94977;0
"BN/MILI»ÕN   /2008/916";"NASAVRKY U MILI»ÕNA";"BN";95067;0
"BN/MILI»ÕN   /2008/916";"NASAVRKY U MILI»ÕNA";"BN";95067;0
"BN/MILI»ÕN   /2008/916";"NASAVRKY U MILI»ÕNA";"BN";95067;0
"PB/LEäETICE  /2008/347";"KONÃTOPY U PÿÕBRAMÃ";"PB";93357;0
"PB/LEäETICE  /2008/347";"KONÃTOPY U PÿÕBRAMÃ";"PB";93357;0
"PZ/ÿITKA     /2008/160";"»ERNOLICE";"PZ";90933;0
"PZ/RYMANÃ    /2008/164";"MNÕäEK POD BRDY";"PZ";94871;0
"NB/P“OV      /2008/543";"PÿEDHRADÕ";"NB";96387;0
"KO/KOLÕN     /2008/251";"STAR› KOLÕN";"KO";97484;0
"KO/KOLÕN     /2008/619";"äTÕTARY U KOLÕNA";"KO";97977;0
"KO/POLEPY U K/2008/824";"KOLÕN";"KO";93327;0
"PV/»ESTLICE  /2008/440";"PRŸHONICE";"PZ";96368;0
"MB/MLAD¡ BOLE/2008/430";"»EJETICE U MLAD… BOLESLAVI";"MB";90850;0
"NB/NOV… Z¡MKY/2008/235";"HASINA";"NB";91798;0
"NB/TATCE     /2008/921";"SKRAMNÕKY";"KO";97124;0
"KH/ZEHUBY    /2008/977";"SKRYJE U GOL»OVA JENÕKOVA";"HB";97133;0
"PV/SLUäTICE  /2008/777";"KVÃTNICE";"PV";93803;0
"CL/DUB¡      /2008/463";"VRCHOVANY";"CL";99039;0
"CL/DUB¡      /2008/463";"VRCHOVANY";"CL";99039;0
"PT/MALOVI»KY /2007/928";"DÕV»ICE";"CB";91161;0
"CB/KNÕN      /2008/925";"KO»ÕN";"CB";93286;0
"CR/SOBÃTUCHY /2008/700";"L¡NY U BYLAN";"CR";93853;0
"CR/CHRUDIM   /2008/109";"SOBÃTUCHY";"CR";97306;0
"CR/CHRUDIM   /2008/109";"SOBÃTUCHY";"CR";97306;0
"CR/⁄HÿETICE  /2008/646";"TUNÃCHODY";"CR";98289;0
"CR/SOBÃTUCHY /2008/733";"STOLANY";"CR";97528;0
"PA/MIKULOVICE/2008/311";"BLATO";"PA";90282;0
"PA/MIKULOVICE/2008/370";"BLATO";"PA";90282;0
"KV/HORY U JEN/2008/728";"LOU»KY U LOKTE";"SO";94306;0
"P9/PRAHA - PR/2008/765";"PRAHA - VYSO»ANY";"P9";96288;0
"P4/PRAHA - NU/2006/275";"PRAHA - MICHLE";"P4";96242;0
"CH/STEBNICE  /2008/523";"LIPOV¡ U CHEBU";"CH";94188;0
"TA/NOV… DVORY/2008/917";"OPAÿANY";"TA";95557;0
"TA/ZVÃROTICE /2008/898";"SEDLE»KO U SOBÃSLAVÃ";"TA";96996;0
"ME/CHVATÃRUBY/2009/941";"ZLON»ICE";"ME";99465;0
"ME/CHVATÃRUBY/2009/941";"DOLANY U PRAHY";"PZ";91284;0
"KH/⁄MONÕN    /2008/979";"LOMEC U ⁄MONÕNA";"KH";94283;0
"UO/PUSTINA   /2007/939";"ÿEPNÕKY";"CR";96908;0
"P9/PRAHA - KY/2009/131";"PRAHA - KBELY";"P9";96217;0
"P9/PRAHA - KY/2009/131";"PRAHA - HLOUBÃTÕN";"P9";96201;0
"P0/PRAHA - MA/2008/800";"PRAHA - VYSO»ANY";"P9";96288;0
"KH/ZAÿÕ»ANY  /2005/119";"BÕL… PODOLÕ";"KH";90226;0
"KH/VRDY      /2005/830";"DOLNÕ BU»ICE";"KH";91311;0
"KH/HORKA U éE/2009/871";"BOREK";"PA";90385;0
"KO/KOLÕN     /2008/855";"äTÕTARY U KOLÕNA";"KO";97977;0
"KO/KOLÕN     /2008/855";"POLEPY U KOLÕNA";"KO";96080;0
"KO/KOLÕN     /2008/855";"NEBOVIDY";"KO";95081;0
"KH/äEBESTÃNIC/2009/772";"BÿEZÕ U äEBESTÃNIC";"KH";90590;0
"KH/POTÃHY    /2009/461";"HORKY";"KH";91997;0
"KH/⁄éICE U KU/2009/219";"SMILOVICE U STA“KOVIC";"KH";97251;0
"KO/KOLÕN     /2009/346";"NEBOVIDY";"KO";95081;0
"KO/KOLÕN     /2009/346";"POLEPY U KOLÕNA";"KO";96080;0
"KO/KOLÕN     /2009/346";"äTÕTARY U KOLÕNA";"KO";97977;0
"CR/STRADOU“  /2006/819";"OPO»NO NAD LOU»NOU";"PA";95573;0
"PB/NARYSOV   /2008/559";"BOHUTÕN";"PB";90340;0
"RK/RYCHNOV NA/2008/839";"DLOUH¡ VES U RYCHNOVA NAD KNÃéNOU";"RK";91182;0
"HK/TÿEBECHOVI/2008/908";"PETROVICE NAD ORLICÕ";"RK";95828;0
"SM/TATOBITY  /2008/833";"éERNOV";"SM";99593;0
"TP/H¡J U DUCH/2008/765";"HRAD OSEK";"TP";92289;0
"PZ/OÿECH     /2008/678";"PRAHA - ÿEPORYJE";"P5";96260;0
"PV/PÿEMYäLENÕ/2008/400";"BRNKY";"PV";90531;0
"P5/PRAHA - LA/2008/157";"PRAHA - ZBRASLAV";"P5";96292;0
"LN/MINICE    /2008/402";"VELEMYäLEVES";"LN";98542;0
"CV/V›SLUNÕ   /2003/799";"JILMOV¡";"CV";92943;0
"CV/JILMOV¡   /2003/111";"KRYäTOFOVY HAMRY";"CV";93652;0
"TP/éIM       /2008/105";"éIM";"TP";99622;0
"UL/ÿEHLOVICE /2008/281";"STADICE";"UL";97393;0
"P8/PRAHA - BO/2006/785";"PRAHA - »IMICE";"P8";96192;0
"JC/ROHOZNICE /2008/858";"MILETÕN";"JC";94736;0
"JC/L¡NY U L¡Z/2008/924";"PROSTÿEDNÕ NOV¡ VES";"JC";96351;0
"JC/PROSTÿEDNÕ/2008/694";"HORNÕ NOV¡ VES";"JC";92105;0
"JC/PECKA     /2008/803";"LHOTA U PECKY";"JC";94002;0
"ME/KRALUPY NA/2008/517";"MINICE U KRALUP NAD VLTAVOU";"ME";94770;0
"ME/SPOMYäL   /1999/135";"VRA“ANY";"ME";98964;0
"ME/KÿIVENICE /1998/700";"DOLNÕ BEÿKOVICE";"ME";91297;0
"PJ/HRADEC U S/2008/903";"LISOV";"PJ";94201;0
"PM/LOBZY     /2008/169";"DOUBRAVKA";"PM";91527;0
"PM/LOBZY     /2008/519";"DOUBRAVKA";"PM";91527;0
"PM/LOBZY     /2008/746";"DOUBRAVKA";"PM";91527;0
"PM/LOBZY     /2008/383";"DOUBRAVKA";"PM";91527;0
"PM/LOBZY     /2008/134";"DOUBRAVKA";"PM";91527;0
"PM/LOBZY     /2008/369";"DOUBRAVKA";"PM";91527;0
"ST/RADOäOVICE/2008/306";"KAPSOVA LHOTA";"ST";93097;0
"PM/BOLEVEC   /2008/290";"PLZE“";"PM";95939;0
"DO/POBÃéOVICE/2008/775";"SEDLEC U POBÃéOVIC";"DO";96986;0
"PM/HRADIäTÃ  /2008/619";"PLZE“";"PM";95939;0
"LT/éALHOSTICE/1992/786";"LITOMÃÿICE";"LT";94241;0
"LT/VCHYNICE  /2009/778";"JEN»ICE";"LT";92871;0
"LT/RADOSTICE /2009/984";"JEN»ICE";"LT";92871;0
"CL/Z¡TYNÕ    /2009/763";"PAVLI»KY";"CL";95754;0
"ME/éELÕZY    /2008/905";"STR¡éNICE U MÃLNÕKA";"ME";97585;0
"P9/PRAHA - »A/2008/282";"PRAHA - TÿEBORADICE";"P9";96278;0
"PZ/TUCHOMÃÿIC/2008/330";"KNÃéÕVKA";"PZ";93249;0
"P9/PRAHA - PR/2008/544";"PRAHA - LET“ANY";"P9";96230;0
"SY/Z¡HRAœ    /2008/341";"LITOMYäL";"SY";94242;0
"UO/CHOTÃäINY /2008/190";"VRA»OVICE";"UO";98963;0
"UO/CHOTÃäINY /2008/190";"»ESK… HEÿMANICE";"UO";91009;0
"CR/STRADOU“  /2008/424";"OPO»NO NAD LOU»NOU";"PA";95573;0
"RA/LHOTA POD /2009/925";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /2009/925";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /2008/889";"MUTÃJOVICE";"RA";94993;0
"RA/LHOTA POD /2008/545";"MUTÃJOVICE";"RA";94993;0
"ME/Z¡LEZLICE /2008/591";"CHLUMÕN";"ME";92550;0
"KL/BRATRONICE/2008/928";"DOLNÕ BEZDÃKOV U KLADNA";"KL";91299;0
"KL/VELVARY   /2008/720";"DOLNÕ KAMENICE U VELVAR";"KL";91354;0
"P4/PRAHA - PO/2008/715";"PRAHA - NUSLE";"P4";96250;0
"P5/PRAHA - MO/2008/930";"PRAHA - BÿEVNOV";"P6";96186;0
"SO/TÿÕDOMÕ   /2004/989";"HRUäKOV¡";"SO";92391;0
"KH/KÿESETICE /2010/883";"⁄MONÕN";"KH";98425;0
"KH/MO»OVICE  /2010/655";"»¡SLAV";"KH";90825;0
"NA/éœ¡R NAD M/2008/351";"POLICE NAD METUJÕ";"NA";96086;0
"NA/éœ¡R NAD M/2008/993";"POLICE NAD METUJÕ";"NA";96086;0
"NA/éABOKRKY  /2009/669";"HRONOV";"NA";92378;0
"NA/VYSOK¡ SRB/2008/502";"ZLÕ»KO";"NA";99460;0
"NA/NOV… MÃSTO/2009/432";"JESTÿEBÕ NAD METUJÕ";"NA";92904;0
"NA/»ERVEN› KO/2008/237";"STOLÕN";"NA";97529;0
"P8/PRAHA - »I/2009/583";"PRAHA - DOLNÕ CHABRY";"P8";96195;0
"TU/MOSTEK    /2009/220";"SOUVRAç";"TU";97336;0
"TU/NOV… LESY /2009/808";"VERDEK";"TU";98665;0
"TU/DOLNÕ BRAN/2009/274";"KUN»ICE NAD LABEM";"TU";93749;0
"JC/LIBUNEC   /2009/545";"⁄JEZD POD TROSKAMI";"JC";98385;0
"NA/HORNÕ KOST/2009/564";"HORNÕ RADECHOV¡";"NA";92127;0
"TU/MARäOV II /2009/112";"JANSK… L¡ZNÃ";"TU";92803;0
"HK/KOZOJÕDKY /2009/264";"VINARY U SMIDAR";"HK";98767;0
"P9/PRAHA - HL/2009/788";"PRAHA - VYSO»ANY";"P9";96288;0
"PV/Z¡PY      /2010/674";"STR¡NKA";"PV";97552;0
"DC/KERHARTICE/2009/446";"MISTROVICE U NOV…HO OLDÿICHOVA";"CL";94802;0
"CB/PURKAREC  /2009/412";"KOSTELEC";"CB";93411;0
"CB/»ESK… BUDÃ/2009/912";"HLUBOK¡ NAD VLTAVOU";"CB";91883;0
"CR/STOLANY   /2009/138";"SOBÃTUCHY";"CR";97306;0
"CR/CHROUSTOVI/2009/459";"HOLEäOVICE";"CR";91953;0
"CR/CHROUSTOVI/2009/459";"HOLEäOVICE";"CR";91953;0
"CR/CHRUDIM   /2009/833";"MEDLEäICE";"CR";94624;0
"CR/CHRUDIM   /2009/976";"KO»Õ";"CR";93285;0
"CR/CHRUDIM   /2009/921";"KO»Õ";"CR";93285;0
"CR/CHRUDIM   /2009/322";"VESTEC U CHRUDIMI";"CR";98713;0
"KT/CHANOVICE /2009/438";"NOV¡ VES U HORAéœOVIC";"PJ";95283;0
"KT/BÕLUKY    /2000/723";"PETROVICE U MÃ»ÕNA";"KT";95835;0
"LI/STR¡é NAD /2009/882";"KR¡SN¡ STUD¡NKA";"LI";93570;0
"PA/HOSTOVICE /2009/635";"»ERN¡ ZA BORY";"PA";90906;0
"PA/MIKULOVICE/2009/364";"BLATO";"PA";90282;0
"PS/éILOV     /2002/643";"HORNÕ BÿÕZA";"PS";92017;0
"PS/éILOV     /2002/439";"HORNÕ BÿÕZA";"PS";92017;0
"PS/éILOV     /2006/429";"HORNÕ BÿÕZA";"PS";92017;0
"PS/éILOV     /2006/218";"HORNÕ BÿÕZA";"PS";92017;0
"PS/éILOV     /2008/426";"HORNÕ BÿÕZA";"PS";92017;0
"P4/PRAHA - CH/2009/420";"PRAHA - VRäOVICE";"P0";96287;0
"P2/PRAHA - VI/2009/129";"PRAHA - NOV… MÃSTO";"P2";96249;0
"P2/PRAHA - VI/2009/957";"PRAHA - VRäOVICE";"P0";96287;0
"TA/ÿÕPEC     /2010/898";"VESELÕ NAD LUéNICÕ";"TA";98695;0
"KO/ROSTOKLATY/2009/845";"TUKLATY";"KO";98285;0
"P5/PRAHA - ÿE/2009/173";"PRAHA - HOLYNÃ";"P5";96205;0
"P5/PRAHA - ÿE/2009/173";"PRAHA - HOLYNÃ";"P5";96205;0
"P5/PRAHA - RA/2009/370";"PRAHA - VELK¡ CHUCHLE";"P5";96283;0
"BN/NETVOÿICE /2009/698";"TUCHYNÃ";"BN";98284;0
"BN/NETVOÿICE /2009/698";"TUCHYNÃ";"BN";98284;0
"BN/BUKOVANY U/2009/314";"⁄RO»NICE";"BN";98443;0
"NB/DOBäICE U /2009/192";"HRAD»ANY U éEHUNÃ";"NB";92294;0
"NB/POJEDY    /2009/781";"BOäÕN";"NB";90441;0
"P4/PRAHA - MO/2009/513";"PRAHA - CHOLUPICE";"P4";96213;0
"PZ/»ERVEN› ⁄J/2009/709";"PTICE";"PZ";96498;0
"PV/RADÃJOVICE/2009/148";"OLEäKY";"PV";95510;0
"PV/VELK… POPO/2009/204";"PETÿÕKOV U VELK›CH POPOVIC";"PV";95852;0
"MB/NOV… BEN¡T/2009/305";"OBODÿ";"MB";95418;0
"PV/VELE“     /2009/780";"BR¡ZDIM";"PV";90508;0
"PA/MIKULOVICE/2009/354";"BLATO";"PA";90282;0
"PS/BRDO U MAN/2008/464";"HR¡DEK U MANÃTÕNA";"PS";92311;0
"PJ/LIäICE U D/2006/837";"SNOPOUäOVY";"PJ";97284;0
"PJ/HRADIäTÃ U/2008/571";"Z¡HOR»I»KY";"PJ";99222;0
"PS/VOCHOV    /2009/101";"KOZOLUPY U PLZNÃ";"PS";93516;0
"PS/LÕNÃ      /2007/603";"»ERVEN› ⁄JEZD U ZBŸCHU";"PS";90974;0
"PB/BUKOV¡ U P/2008/744";"ROSOVICE";"PB";96752;0
"PB/DOBÿÕä    /2009/668";"SVAT… POLE";"PB";97772;0
